%
% SMC-KERR (34.262500 N -77.887700 E)
%
% SMC-KERR Air pressure (mbar) @ 0 m (height)
% SMC-KERR Air temperature (deg C) @ 0 m (height)
% SMC-KERR Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-KERR Air pressure (mbar),SMC-KERR Air pressure (mbar) quality,SMC-KERR Air temperature (deg C),SMC-KERR Air temperature (deg C) quality,SMC-KERR Salinity (ppt),SMC-KERR Salinity (ppt) quality
2025-02-06 22:00,1017.47,not evaluated,18.65,not evaluated,0.29,not evaluated
2025-02-06 23:00,1018.15,not evaluated,16.28,not evaluated,0.26,not evaluated
2025-02-07 00:00,1018.69,not evaluated,16.19,not evaluated,0.16,not evaluated
2025-02-07 00:01,1018.67,not evaluated,16.48,not evaluated,,
2025-02-07 01:00,1018.32,not evaluated,15.19,not evaluated,0.12,not evaluated
2025-02-07 02:00,1018.00,not evaluated,14.39,not evaluated,0.11,not evaluated
2025-02-07 03:00,1017.95,not evaluated,14.28,not evaluated,0.10,not evaluated
2025-02-07 04:00,1017.67,not evaluated,14.07,not evaluated,0.10,not evaluated
2025-02-07 05:00,1017.46,not evaluated,14.56,not evaluated,0.10,not evaluated
2025-02-07 06:00,1017.47,not evaluated,14.39,not evaluated,0.11,not evaluated
2025-02-07 07:00,1017.46,not evaluated,14.89,not evaluated,0.14,not evaluated
2025-02-07 08:00,1017.15,not evaluated,14.63,not evaluated,0.17,not evaluated
2025-02-07 09:00,1017.61,not evaluated,15.14,not evaluated,0.23,not evaluated
2025-02-07 10:00,1017.28,not evaluated,14.88,not evaluated,0.32,not evaluated
2025-02-07 11:00,1017.83,not evaluated,15.33,not evaluated,0.40,not evaluated
2025-02-07 12:00,1018.83,not evaluated,15.43,not evaluated,0.39,not evaluated
2025-02-07 13:00,1019.52,not evaluated,15.98,not evaluated,0.28,not evaluated
2025-02-07 14:00,1020.41,not evaluated,18.10,not evaluated,0.16,not evaluated
2025-02-07 15:00,1020.96,not evaluated,20.75,not evaluated,0.12,not evaluated
2025-02-07 16:00,1021.23,not evaluated,22.44,not evaluated,0.11,not evaluated
2025-02-07 17:00,1020.85,not evaluated,26.70,not evaluated,0.11,not evaluated
2025-02-07 18:00,1019.94,not evaluated,32.07,not evaluated,0.11,not evaluated
2025-02-07 19:00,1019.48,not evaluated,35.19,not evaluated,0.12,not evaluated
2025-02-07 20:00,1019.30,not evaluated,33.66,not evaluated,0.14,not evaluated
2025-02-07 21:00,1019.39,not evaluated,25.17,not evaluated,0.17,not evaluated
2025-02-07 22:00,1019.61,not evaluated,24.35,not evaluated,0.20,not evaluated
2025-02-07 23:00,1020.24,not evaluated,20.34,not evaluated,0.21,not evaluated
2025-02-08 00:00,1021.14,not evaluated,18.87,not evaluated,0.17,not evaluated
2025-02-08 01:00,1021.70,not evaluated,17.69,not evaluated,0.13,not evaluated
2025-02-08 02:00,1022.14,not evaluated,16.66,not evaluated,0.11,not evaluated
2025-02-08 03:00,1021.86,not evaluated,15.99,not evaluated,0.10,not evaluated
2025-02-08 04:00,1021.48,not evaluated,15.61,not evaluated,0.10,not evaluated
2025-02-08 05:00,1021.55,not evaluated,16.52,not evaluated,0.10,not evaluated
2025-02-08 06:00,1021.50,not evaluated,16.49,not evaluated,0.10,not evaluated
2025-02-08 07:00,1022.10,not evaluated,14.12,not evaluated,0.11,not evaluated
2025-02-08 08:00,1020.41,not evaluated,13.51,not evaluated,0.14,not evaluated
2025-02-08 09:00,1018.90,not evaluated,13.04,not evaluated,0.16,not evaluated
2025-02-08 10:00,1018.24,not evaluated,12.64,not evaluated,0.22,not evaluated
2025-02-08 11:00,1017.51,not evaluated,12.30,not evaluated,0.30,not evaluated
2025-02-08 12:00,1016.52,not evaluated,11.84,not evaluated,0.37,not evaluated
2025-02-08 13:00,1018.14,not evaluated,12.15,not evaluated,0.33,not evaluated
2025-02-08 14:00,1021.07,not evaluated,12.87,not evaluated,0.19,not evaluated
2025-02-08 15:00,1023.68,not evaluated,13.49,not evaluated,0.11,not evaluated
2025-02-08 16:00,1023.82,not evaluated,15.80,not evaluated,0.10,not evaluated
2025-02-08 17:00,1022.88,not evaluated,17.77,not evaluated,0.10,not evaluated
2025-02-08 18:00,1021.77,not evaluated,19.72,not evaluated,0.10,not evaluated
2025-02-08 19:00,1021.03,not evaluated,18.41,not evaluated,0.09,not evaluated
2025-02-08 20:00,1020.67,not evaluated,17.66,not evaluated,0.10,not evaluated
2025-02-08 21:00,1019.96,not evaluated,16.74,not evaluated,0.11,not evaluated
2025-02-08 22:00,1020.00,not evaluated,15.53,not evaluated,0.13,not evaluated
2025-02-08 23:00,1019.79,not evaluated,13.47,not evaluated,0.17,not evaluated
2025-02-09 00:00,1019.54,not evaluated,13.05,not evaluated,0.22,not evaluated
2025-02-09 01:00,1019.02,not evaluated,12.93,not evaluated,0.20,not evaluated
2025-02-09 02:00,1018.58,not evaluated,13.48,not evaluated,0.15,not evaluated
2025-02-09 03:00,1018.84,not evaluated,14.86,not evaluated,0.11,not evaluated
2025-02-09 04:00,1018.40,not evaluated,15.60,not evaluated,0.10,not evaluated
2025-02-09 05:00,1017.70,not evaluated,15.24,not evaluated,0.09,not evaluated
2025-02-09 06:00,1017.23,not evaluated,14.84,not evaluated,0.09,not evaluated
2025-02-09 07:00,1016.60,not evaluated,15.15,not evaluated,0.09,not evaluated
2025-02-09 08:00,1015.98,not evaluated,15.29,not evaluated,0.10,not evaluated
2025-02-09 09:00,1015.82,not evaluated,15.41,not evaluated,0.12,not evaluated
2025-02-09 10:00,1016.34,not evaluated,15.38,not evaluated,0.15,not evaluated
2025-02-09 11:00,1016.40,not evaluated,15.75,not evaluated,0.21,not evaluated
2025-02-09 12:00,1017.09,not evaluated,15.66,not evaluated,0.31,not evaluated
2025-02-09 13:00,1017.64,not evaluated,16.46,not evaluated,0.38,not evaluated
2025-02-09 14:00,1018.38,not evaluated,19.36,not evaluated,0.38,not evaluated
2025-02-09 15:00,1018.97,not evaluated,20.25,not evaluated,0.29,not evaluated
2025-02-09 16:00,1019.22,not evaluated,21.87,not evaluated,0.16,not evaluated
2025-02-09 17:00,1019.04,not evaluated,25.04,not evaluated,0.10,not evaluated
2025-02-09 18:00,1018.58,not evaluated,31.23,not evaluated,0.10,not evaluated
2025-02-09 19:00,1018.20,not evaluated,26.26,not evaluated,0.10,not evaluated
2025-02-09 20:00,1018.35,not evaluated,27.10,not evaluated,0.10,not evaluated
2025-02-09 21:00,1018.61,not evaluated,24.74,not evaluated,0.10,not evaluated
2025-02-09 22:00,1019.39,not evaluated,21.78,not evaluated,0.12,not evaluated
2025-02-09 23:00,1020.15,not evaluated,19.97,not evaluated,0.14,not evaluated
2025-02-10 00:00,1022.10,not evaluated,15.65,not evaluated,0.17,not evaluated
2025-02-10 01:00,1022.89,not evaluated,13.55,not evaluated,0.18,not evaluated
2025-02-10 02:00,1023.02,not evaluated,13.02,not evaluated,0.16,not evaluated
2025-02-10 03:00,1022.96,not evaluated,12.38,not evaluated,0.12,not evaluated
2025-02-10 04:00,1022.87,not evaluated,12.40,not evaluated,0.10,not evaluated
2025-02-10 05:00,1023.02,not evaluated,12.15,not evaluated,0.10,not evaluated
2025-02-10 06:00,1022.75,not evaluated,12.04,not evaluated,0.09,not evaluated
2025-02-10 07:00,1022.82,not evaluated,10.98,not evaluated,0.09,not evaluated
2025-02-10 08:00,1023.01,not evaluated,10.57,not evaluated,0.09,not evaluated
2025-02-10 09:00,1022.41,not evaluated,10.53,not evaluated,0.10,not evaluated
2025-02-10 10:00,1023.04,not evaluated,10.22,not evaluated,0.12,not evaluated
2025-02-10 11:00,1023.47,not evaluated,10.05,not evaluated,0.14,not evaluated
2025-02-10 12:00,1024.54,not evaluated,9.63,not evaluated,0.18,not evaluated
2025-02-10 13:00,1025.62,not evaluated,9.24,not evaluated,0.27,not evaluated
2025-02-10 14:00,1026.34,not evaluated,8.61,not evaluated,0.35,not evaluated
2025-02-10 15:00,1027.23,not evaluated,8.86,not evaluated,0.34,not evaluated
2025-02-10 16:00,1027.40,not evaluated,9.21,not evaluated,0.23,not evaluated
2025-02-10 17:00,1027.40,not evaluated,9.50,not evaluated,0.13,not evaluated
2025-02-10 18:00,1027.12,not evaluated,9.09,not evaluated,0.11,not evaluated
2025-02-10 19:00,1027.03,not evaluated,8.92,not evaluated,0.10,not evaluated
2025-02-10 20:00,1027.45,not evaluated,8.43,not evaluated,0.10,not evaluated
2025-02-10 21:00,1027.87,not evaluated,9.60,not evaluated,0.10,not evaluated
2025-02-10 22:00,1028.21,not evaluated,8.85,not evaluated,0.11,not evaluated
2025-02-10 23:00,1028.65,not evaluated,8.46,not evaluated,0.13,not evaluated
2025-02-11 00:00,1028.96,not evaluated,7.93,not evaluated,0.16,not evaluated
2025-02-11 01:00,1029.80,not evaluated,7.77,not evaluated,0.19,not evaluated
2025-02-11 02:00,1030.08,not evaluated,7.03,not evaluated,0.24,not evaluated
2025-02-11 03:00,1030.46,not evaluated,6.55,not evaluated,0.24,not evaluated
2025-02-11 04:00,1030.48,not evaluated,5.98,not evaluated,0.18,not evaluated
2025-02-11 05:00,1030.13,not evaluated,5.06,not evaluated,0.12,not evaluated
2025-02-11 06:00,1028.85,not evaluated,4.39,not evaluated,0.10,not evaluated
2025-02-11 07:00,1028.07,not evaluated,3.90,not evaluated,0.10,not evaluated
2025-02-11 08:00,1028.84,not evaluated,4.45,not evaluated,0.10,not evaluated
2025-02-11 09:00,1027.66,not evaluated,4.88,not evaluated,0.10,not evaluated
2025-02-11 10:00,1027.71,not evaluated,5.01,not evaluated,0.11,not evaluated
2025-02-11 11:00,1027.58,not evaluated,5.19,not evaluated,0.14,not evaluated
2025-02-11 12:00,1027.35,not evaluated,5.54,not evaluated,0.17,not evaluated
2025-02-11 13:00,1027.29,not evaluated,6.46,not evaluated,0.24,not evaluated
2025-02-11 14:00,1027.14,not evaluated,7.22,not evaluated,0.33,not evaluated
2025-02-11 15:00,1027.13,not evaluated,6.87,not evaluated,0.42,not evaluated
2025-02-11 16:00,1026.25,not evaluated,6.31,not evaluated,0.42,not evaluated
2025-02-11 17:00,1024.83,not evaluated,6.15,not evaluated,0.32,not evaluated
2025-02-11 18:00,1023.52,not evaluated,6.44,not evaluated,0.21,not evaluated
2025-02-11 19:00,1022.18,not evaluated,6.53,not evaluated,0.12,not evaluated
2025-02-11 20:00,1020.84,not evaluated,6.54,not evaluated,0.11,not evaluated
2025-02-11 21:00,1019.86,not evaluated,6.63,not evaluated,0.11,not evaluated
2025-02-11 22:00,1019.43,not evaluated,5.97,not evaluated,0.11,not evaluated
2025-02-11 23:00,1019.23,not evaluated,5.76,not evaluated,0.12,not evaluated
2025-02-12 00:00,1019.71,not evaluated,5.52,not evaluated,0.15,not evaluated
2025-02-12 01:00,1019.51,not evaluated,5.01,not evaluated,0.21,not evaluated
2025-02-12 02:00,1019.19,not evaluated,4.82,not evaluated,0.29,not evaluated
2025-02-12 03:00,1019.38,not evaluated,4.72,not evaluated,0.39,not evaluated
2025-02-12 04:00,1018.84,not evaluated,5.01,not evaluated,0.43,not evaluated
2025-02-12 05:00,1018.41,not evaluated,4.87,not evaluated,0.32,not evaluated
2025-02-12 06:00,1018.29,not evaluated,4.80,not evaluated,0.18,not evaluated
2025-02-12 07:00,1017.98,not evaluated,4.61,not evaluated,0.12,not evaluated
2025-02-12 08:00,1018.18,not evaluated,4.49,not evaluated,0.11,not evaluated
2025-02-12 09:00,1018.03,not evaluated,4.50,not evaluated,0.11,not evaluated
2025-02-12 10:00,1017.78,not evaluated,4.46,not evaluated,0.11,not evaluated
2025-02-12 11:00,1018.41,not evaluated,4.38,not evaluated,0.14,not evaluated
2025-02-12 12:00,1018.64,not evaluated,4.51,not evaluated,0.17,not evaluated
2025-02-12 13:00,1019.27,not evaluated,5.06,not evaluated,0.24,not evaluated
2025-02-12 14:00,1019.65,not evaluated,5.42,not evaluated,0.33,not evaluated
2025-02-12 15:00,1020.23,not evaluated,6.23,not evaluated,0.42,not evaluated
2025-02-12 16:00,1020.11,not evaluated,7.05,not evaluated,0.50,not evaluated
2025-02-12 17:00,1019.65,not evaluated,7.61,not evaluated,0.49,not evaluated
2025-02-12 18:00,1018.36,not evaluated,9.36,not evaluated,0.38,not evaluated
2025-02-12 19:00,1017.85,not evaluated,10.38,not evaluated,0.24,not evaluated
2025-02-12 20:00,1017.63,not evaluated,10.48,not evaluated,0.13,not evaluated
2025-02-12 21:00,1018.08,not evaluated,10.19,not evaluated,0.12,not evaluated
2025-02-12 22:00,1018.69,not evaluated,9.49,not evaluated,0.11,not evaluated
2025-02-12 23:00,1019.36,not evaluated,9.25,not evaluated,0.12,not evaluated
2025-02-13 00:00,1019.12,not evaluated,9.48,not evaluated,0.16,not evaluated
2025-02-13 01:00,1018.85,not evaluated,9.41,not evaluated,0.20,not evaluated
2025-02-13 02:00,1018.52,not evaluated,9.31,not evaluated,0.29,not evaluated
2025-02-13 03:00,1018.12,not evaluated,9.32,not evaluated,0.39,not evaluated
2025-02-13 04:00,1017.53,not evaluated,9.27,not evaluated,0.45,not evaluated
2025-02-13 05:00,1017.19,not evaluated,9.50,not evaluated,0.43,not evaluated
2025-02-13 06:00,1016.95,not evaluated,9.72,not evaluated,0.29,not evaluated
2025-02-13 07:00,1016.15,not evaluated,10.03,not evaluated,0.16,not evaluated
2025-02-13 08:00,1016.26,not evaluated,10.52,not evaluated,0.12,not evaluated
2025-02-13 09:00,1015.82,not evaluated,10.85,not evaluated,0.12,not evaluated
2025-02-13 10:00,1016.13,not evaluated,16.32,not evaluated,0.12,not evaluated
2025-02-13 11:00,1016.29,not evaluated,17.70,not evaluated,0.12,not evaluated
2025-02-13 12:00,1017.22,not evaluated,18.71,not evaluated,0.15,not evaluated
2025-02-13 13:00,1018.08,not evaluated,19.51,not evaluated,0.21,not evaluated
2025-02-13 14:00,1018.71,not evaluated,19.80,not evaluated,0.32,not evaluated
2025-02-13 15:00,1019.16,not evaluated,19.70,not evaluated,0.44,not evaluated
2025-02-13 16:00,1019.75,not evaluated,19.80,not evaluated,0.54,not evaluated
2025-02-13 17:00,1018.27,not evaluated,20.15,not evaluated,0.60,not evaluated
2025-02-13 18:00,1018.16,not evaluated,21.07,not evaluated,0.53,not evaluated
2025-02-13 19:00,1017.40,not evaluated,20.60,not evaluated,0.39,not evaluated
2025-02-13 20:00,1017.92,not evaluated,20.21,not evaluated,0.22,not evaluated
2025-02-13 21:00,1019.64,not evaluated,20.63,not evaluated,0.14,not evaluated
2025-02-13 22:00,1020.39,not evaluated,20.30,not evaluated,0.13,not evaluated
2025-02-13 23:00,1021.39,not evaluated,18.81,not evaluated,0.12,not evaluated
2025-02-14 00:00,1022.09,not evaluated,16.94,not evaluated,0.13,not evaluated
2025-02-14 01:00,1022.78,not evaluated,17.04,not evaluated,0.17,not evaluated
2025-02-14 02:00,1024.29,not evaluated,16.08,not evaluated,0.22,not evaluated
2025-02-14 03:00,1025.08,not evaluated,15.69,not evaluated,0.28,not evaluated
2025-02-14 04:00,1025.91,not evaluated,15.16,not evaluated,0.38,not evaluated
2025-02-14 05:00,1027.20,not evaluated,14.30,not evaluated,0.41,not evaluated
2025-02-14 06:00,1028.67,not evaluated,13.01,not evaluated,0.27,not evaluated
2025-02-14 07:00,1030.13,not evaluated,11.86,not evaluated,0.15,not evaluated
2025-02-14 08:00,1031.25,not evaluated,10.41,not evaluated,0.12,not evaluated
2025-02-14 09:00,1031.77,not evaluated,8.58,not evaluated,0.11,not evaluated
2025-02-14 10:00,1032.86,not evaluated,7.23,not evaluated,0.11,not evaluated
2025-02-14 11:00,1033.92,not evaluated,5.93,not evaluated,0.11,not evaluated
2025-02-14 12:00,1034.58,not evaluated,5.07,not evaluated,0.11,not evaluated
2025-02-14 13:00,1035.53,not evaluated,5.48,not evaluated,0.15,not evaluated
2025-02-14 14:00,1036.13,not evaluated,6.73,not evaluated,0.19,not evaluated
2025-02-14 15:00,1036.67,not evaluated,8.12,not evaluated,0.23,not evaluated
2025-02-14 16:00,1037.10,not evaluated,9.50,not evaluated,0.32,not evaluated
2025-02-14 17:00,1037.61,not evaluated,20.16,not evaluated,0.40,not evaluated
2025-02-14 18:00,1037.11,not evaluated,23.75,not evaluated,0.36,not evaluated
2025-02-14 19:00,1036.36,not evaluated,23.56,not evaluated,0.21,not evaluated
2025-02-14 20:00,1036.20,not evaluated,23.70,not evaluated,0.13,not evaluated
2025-02-14 21:00,1035.80,not evaluated,11.98,not evaluated,0.12,not evaluated
2025-02-14 22:00,1036.16,not evaluated,11.96,not evaluated,0.11,not evaluated
2025-02-14 23:00,1036.14,not evaluated,9.02,not evaluated,0.11,not evaluated
2025-02-15 00:00,1036.36,not evaluated,8.06,not evaluated,0.11,not evaluated
2025-02-15 01:00,1036.35,not evaluated,7.63,not evaluated,0.13,not evaluated
2025-02-15 02:00,1035.80,not evaluated,7.16,not evaluated,0.18,not evaluated
2025-02-15 03:00,1035.48,not evaluated,6.81,not evaluated,0.24,not evaluated
2025-02-15 04:00,1034.46,not evaluated,6.15,not evaluated,0.36,not evaluated
2025-02-15 05:00,1034.08,not evaluated,6.28,not evaluated,0.45,not evaluated
2025-02-15 06:00,1033.52,not evaluated,5.86,not evaluated,0.45,not evaluated
2025-02-15 07:00,1033.39,not evaluated,4.90,not evaluated,0.34,not evaluated
2025-02-15 08:00,1031.60,not evaluated,4.27,not evaluated,0.17,not evaluated
2025-02-15 09:00,1031.39,not evaluated,4.16,not evaluated,0.12,not evaluated
2025-02-15 10:00,1030.14,not evaluated,3.43,not evaluated,0.12,not evaluated
2025-02-15 11:00,1029.63,not evaluated,3.34,not evaluated,0.11,not evaluated
2025-02-15 12:00,1029.34,not evaluated,3.00,not evaluated,0.11,not evaluated
2025-02-15 13:00,1028.75,not evaluated,4.51,not evaluated,0.13,not evaluated
2025-02-15 14:00,1028.76,not evaluated,8.01,not evaluated,0.18,not evaluated
2025-02-15 15:00,1028.00,not evaluated,13.11,not evaluated,0.25,not evaluated
2025-02-15 16:00,1027.32,not evaluated,18.17,not evaluated,0.37,not evaluated
2025-02-15 17:00,1026.68,not evaluated,24.04,not evaluated,0.48,not evaluated
2025-02-15 18:00,1025.21,not evaluated,24.26,not evaluated,0.55,not evaluated
2025-02-15 19:00,1023.87,not evaluated,21.90,not evaluated,0.49,not evaluated
2025-02-15 20:00,1022.67,not evaluated,21.23,not evaluated,0.34,not evaluated
2025-02-15 21:00,1021.92,not evaluated,19.31,not evaluated,0.17,not evaluated
2025-02-15 22:00,1021.15,not evaluated,18.17,not evaluated,0.13,not evaluated
2025-02-15 23:00,1020.56,not evaluated,17.99,not evaluated,0.13,not evaluated
2025-02-16 00:00,1019.61,not evaluated,18.08,not evaluated,0.12,not evaluated
2025-02-16 01:00,1019.25,not evaluated,18.34,not evaluated,0.14,not evaluated
2025-02-16 02:00,1018.15,not evaluated,18.84,not evaluated,0.19,not evaluated
2025-02-16 03:00,1017.56,not evaluated,18.82,not evaluated,0.25,not evaluated
2025-02-16 04:00,1016.28,not evaluated,18.77,not evaluated,0.37,not evaluated
2025-02-16 05:00,1015.30,not evaluated,18.30,not evaluated,0.48,not evaluated
2025-02-16 06:00,1015.47,not evaluated,18.52,not evaluated,0.56,not evaluated
2025-02-16 07:00,1015.53,not evaluated,18.30,not evaluated,0.58,not evaluated
2025-02-16 08:00,1011.93,not evaluated,18.64,not evaluated,0.47,not evaluated
2025-02-16 09:00,1011.03,not evaluated,19.07,not evaluated,0.30,not evaluated
2025-02-16 10:00,1010.29,not evaluated,19.43,not evaluated,0.17,not evaluated
2025-02-16 11:00,1009.28,not evaluated,19.73,not evaluated,0.14,not evaluated
2025-02-16 12:00,1009.20,not evaluated,19.76,not evaluated,0.13,not evaluated
2025-02-16 13:00,1008.53,not evaluated,20.17,not evaluated,0.13,not evaluated
2025-02-16 14:00,1008.13,not evaluated,21.18,not evaluated,0.17,not evaluated
2025-02-16 15:00,1007.11,not evaluated,19.72,not evaluated,0.24,not evaluated
2025-02-16 16:00,1006.34,not evaluated,19.02,not evaluated,0.36,not evaluated
2025-02-16 17:00,1007.65,not evaluated,17.39,not evaluated,0.49,not evaluated
2025-02-16 18:00,1003.93,not evaluated,17.04,not evaluated,0.58,not evaluated
2025-02-16 19:00,1002.55,not evaluated,15.95,not evaluated,0.61,not evaluated
2025-02-16 20:00,1003.13,not evaluated,16.30,not evaluated,0.53,not evaluated
2025-02-16 21:00,1003.89,not evaluated,19.25,not evaluated,0.38,not evaluated
2025-02-16 22:00,1004.70,not evaluated,18.67,not evaluated,0.20,not evaluated
2025-02-16 23:00,1005.72,not evaluated,15.57,not evaluated,0.12,not evaluated
2025-02-17 00:00,1007.36,not evaluated,14.27,not evaluated,0.10,not evaluated
2025-02-17 01:00,1007.99,not evaluated,13.35,not evaluated,0.10,not evaluated
2025-02-17 02:00,1008.89,not evaluated,13.29,not evaluated,0.10,not evaluated
2025-02-17 03:00,1010.26,not evaluated,13.01,not evaluated,0.14,not evaluated
2025-02-17 04:00,1011.31,not evaluated,12.37,not evaluated,0.18,not evaluated
2025-02-17 05:00,1012.77,not evaluated,11.49,not evaluated,0.23,not evaluated
2025-02-17 06:00,1013.82,not evaluated,9.68,not evaluated,0.21,not evaluated
2025-02-17 07:00,1014.84,not evaluated,8.00,not evaluated,0.16,not evaluated
2025-02-17 08:00,1015.49,not evaluated,6.63,not evaluated,0.10,not evaluated
2025-02-17 09:00,1016.24,not evaluated,5.86,not evaluated,0.08,not evaluated
2025-02-17 10:00,1017.15,not evaluated,5.01,not evaluated,0.08,not evaluated
2025-02-17 11:00,1018.45,not evaluated,4.30,not evaluated,0.08,not evaluated
2025-02-17 12:00,1020.51,not evaluated,3.73,not evaluated,0.08,not evaluated
2025-02-17 13:00,1021.15,not evaluated,4.50,not evaluated,0.08,not evaluated
2025-02-17 14:00,1021.65,not evaluated,5.66,not evaluated,0.09,not evaluated
2025-02-17 15:00,1022.02,not evaluated,6.76,not evaluated,0.10,not evaluated
2025-02-17 16:00,1022.59,not evaluated,8.20,not evaluated,0.11,not evaluated
2025-02-17 17:00,1022.99,not evaluated,18.07,not evaluated,0.12,not evaluated
2025-02-17 18:00,1021.95,not evaluated,20.55,not evaluated,0.14,not evaluated
2025-02-17 19:00,1021.44,not evaluated,23.05,not evaluated,0.13,not evaluated
2025-02-17 20:00,1021.64,not evaluated,24.41,not evaluated,0.10,not evaluated
2025-02-17 21:00,1021.05,not evaluated,14.95,not evaluated,0.09,not evaluated
2025-02-17 22:00,1021.65,not evaluated,13.70,not evaluated,0.08,not evaluated
2025-02-17 23:00,1022.19,not evaluated,9.74,not evaluated,0.08,not evaluated
2025-02-18 00:00,1022.60,not evaluated,7.40,not evaluated,0.08,not evaluated
2025-02-18 01:00,1023.00,not evaluated,6.19,not evaluated,0.08,not evaluated
2025-02-18 02:00,1023.34,not evaluated,5.08,not evaluated,0.09,not evaluated
2025-02-18 03:00,1023.69,not evaluated,4.04,not evaluated,0.10,not evaluated
2025-02-18 04:00,1023.96,not evaluated,3.48,not evaluated,0.11,not evaluated
2025-02-18 05:00,1023.96,not evaluated,3.06,not evaluated,0.13,not evaluated
2025-02-18 06:00,1023.60,not evaluated,2.55,not evaluated,0.14,not evaluated
2025-02-18 07:00,1023.16,not evaluated,2.20,not evaluated,0.16,not evaluated
2025-02-18 08:00,1022.91,not evaluated,1.43,not evaluated,0.12,not evaluated
2025-02-18 09:00,1022.82,not evaluated,1.39,not evaluated,0.09,not evaluated
2025-02-18 10:00,1023.41,not evaluated,0.74,not evaluated,0.09,not evaluated
2025-02-18 11:00,1024.27,not evaluated,0.49,not evaluated,0.08,not evaluated
2025-02-18 12:00,1025.14,not evaluated,0.33,not evaluated,0.08,not evaluated
2025-02-18 13:00,1026.19,not evaluated,2.41,not evaluated,0.08,not evaluated
2025-02-18 14:00,1026.90,not evaluated,4.82,not evaluated,0.08,not evaluated
2025-02-18 15:00,1026.43,not evaluated,6.81,not evaluated,0.09,not evaluated
2025-02-18 16:00,1026.16,not evaluated,9.29,not evaluated,0.10,not evaluated
2025-02-18 17:00,1026.47,not evaluated,19.55,not evaluated,0.11,not evaluated
2025-02-18 18:00,1025.97,not evaluated,23.21,not evaluated,0.12,not evaluated
2025-02-18 19:00,1025.54,not evaluated,22.46,not evaluated,0.12,not evaluated
2025-02-18 20:00,1025.35,not evaluated,19.59,not evaluated,0.11,not evaluated
2025-02-18 21:00,1024.61,not evaluated,14.19,not evaluated,0.09,not evaluated
2025-02-18 22:00,1025.09,not evaluated,12.29,not evaluated,0.09,not evaluated
2025-02-18 23:00,1025.23,not evaluated,9.91,not evaluated,0.08,not evaluated
2025-02-19 00:00,1025.38,not evaluated,8.52,not evaluated,0.08,not evaluated
2025-02-19 01:00,1024.66,not evaluated,8.06,not evaluated,0.08,not evaluated
2025-02-19 02:00,1024.97,not evaluated,6.79,not evaluated,0.08,not evaluated
2025-02-19 03:00,1025.37,not evaluated,6.13,not evaluated,0.09,not evaluated
2025-02-19 04:00,1024.95,not evaluated,5.55,not evaluated,0.10,not evaluated
2025-02-19 05:00,1024.38,not evaluated,5.55,not evaluated,0.12,not evaluated
2025-02-19 06:00,1023.95,not evaluated,6.67,not evaluated,0.13,not evaluated
2025-02-19 07:00,1023.52,not evaluated,7.69,not evaluated,0.16,not evaluated
2025-02-19 08:00,1022.72,not evaluated,7.99,not evaluated,0.16,not evaluated
2025-02-19 09:00,1022.65,not evaluated,7.74,not evaluated,0.12,not evaluated
2025-02-19 10:00,1022.49,not evaluated,7.82,not evaluated,0.10,not evaluated
2025-02-19 11:00,1022.77,not evaluated,7.17,not evaluated,0.09,not evaluated
2025-02-19 12:00,1023.04,not evaluated,6.07,not evaluated,0.08,not evaluated
2025-02-19 13:00,1023.97,not evaluated,6.34,not evaluated,0.08,not evaluated
2025-02-19 14:00,1023.65,not evaluated,5.39,not evaluated,0.08,not evaluated
2025-02-19 15:00,1024.09,not evaluated,6.54,not evaluated,0.08,not evaluated
2025-02-19 16:00,1023.86,not evaluated,6.52,not evaluated,0.09,not evaluated
2025-02-19 17:00,1023.60,not evaluated,5.24,not evaluated,0.10,not evaluated
2025-02-19 18:00,1022.28,not evaluated,3.58,not evaluated,0.10,not evaluated
2025-02-19 19:00,1021.41,not evaluated,2.24,not evaluated,0.10,not evaluated
2025-02-19 20:00,1021.27,not evaluated,1.58,not evaluated,0.11,not evaluated
2025-02-19 21:00,1020.23,not evaluated,1.14,not evaluated,0.10,not evaluated
2025-02-19 22:00,1019.63,not evaluated,1.02,not evaluated,0.09,not evaluated
2025-02-19 23:00,1018.49,not evaluated,1.27,not evaluated,0.09,not evaluated
2025-02-20 00:00,1018.63,not evaluated,1.32,not evaluated,0.08,not evaluated
2025-02-20 01:00,1019.03,not evaluated,1.22,not evaluated,0.08,not evaluated
2025-02-20 02:00,1018.06,not evaluated,1.11,not evaluated,0.08,not evaluated
2025-02-20 03:00,1018.50,not evaluated,1.06,not evaluated,0.09,not evaluated
2025-02-20 04:00,1018.16,not evaluated,1.03,not evaluated,0.09,not evaluated
2025-02-20 05:00,1017.33,not evaluated,0.88,not evaluated,0.10,not evaluated
2025-02-20 06:00,1016.94,not evaluated,0.36,not evaluated,0.11,not evaluated
2025-02-20 07:00,1016.80,not evaluated,-0.45,not evaluated,0.12,not evaluated
2025-02-20 08:00,1016.47,not evaluated,-0.85,not evaluated,0.16,not evaluated
2025-02-20 09:00,1016.61,not evaluated,-0.89,not evaluated,0.19,not evaluated
2025-02-20 10:00,1016.84,not evaluated,-1.21,not evaluated,0.17,not evaluated
2025-02-20 11:00,1017.56,not evaluated,-1.08,not evaluated,0.11,not evaluated
